# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/work/geisingerlab/Mark/REF_GENOMES/17978-mff/NZ_CP012004.gtf" "-o" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/featurecounts/counts.txt" "-p" "-t" "transcript" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam" "/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DlpsB_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/DpbpG_3Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_1Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_2Aligned.sortedByCoord.out.bam	/work/geisingerlab/Mark/rnaSeq/2024-04-03_pbpGlpsB_clean-redo/data/mapped/WT_3Aligned.sortedByCoord.out.bam
gene-ACX60_RS15140	NZ_CP012004.1	3198821	3199015	-	195	6780	8998	10153	9895	8982	11841	8939	10936	10963
gene-ACX60_RS19955	NZ_CP012004.1	3199003	3199122	-	120	30	34	45	41	43	35	20	21	28
gene-ACX60_RS15145	NZ_CP012004.1	3199264	3200514	+	1251	565	782	867	701	627	787	756	669	828
gene-ACX60_RS15150	NZ_CP012004.1	3200554	3200982	-	429	131	193	236	199	187	229	191	205	246
gene-ACX60_RS15155	NZ_CP012004.1	3201035	3201655	-	621	1029	1457	1547	1388	1224	1558	997	1226	1341
gene-ACX60_RS15160	NZ_CP012004.1	3201861	3202412	-	552	16346	24390	24977	23418	22881	26382	18006	20823	24069
gene-ACX60_RS15165	NZ_CP012004.1	3202418	3204340	-	1923	16561	24284	26915	23742	22178	27275	22427	25128	27144
gene-ACX60_RS15170	NZ_CP012004.1	3204752	3206380	+	1629	524	733	913	587	487	597	590	613	796
gene-ACX60_RS15175	NZ_CP012004.1	3206440	3206976	-	537	699	1078	1546	958	850	1377	937	1015	991
gene-ACX60_RS15180	NZ_CP012004.1	3206979	3207248	-	270	555	808	982	822	714	857	541	584	818
gene-ACX60_RS15185	NZ_CP012004.1	3207245	3208096	-	852	2129	3584	3688	3872	3499	4070	3706	4085	4093
gene-ACX60_RS15190	NZ_CP012004.1	3208119	3208967	-	849	2553	3871	4023	3453	3846	4099	3532	3937	4066
gene-ACX60_RS15195	NZ_CP012004.1	3208971	3209780	-	810	3240	4900	5182	4074	3922	4801	4105	4830	4733
gene-ACX60_RS15200	NZ_CP012004.1	3209826	3210308	-	483	890	1401	1455	1083	1037	1338	1043	1250	1318
gene-ACX60_RS15205	NZ_CP012004.1	3210305	3211768	-	1464	6867	9874	9904	8003	7970	8399	7305	7893	9309
gene-ACX60_RS15210	NZ_CP012004.1	3211893	3212303	-	411	49	92	134	58	40	74	89	66	115
gene-ACX60_RS15215	NZ_CP012004.1	3212272	3213078	-	807	18	60	73	32	31	62	31	42	39
gene-ACX60_RS15220	NZ_CP012004.1	3213190	3213963	+	774	207	255	353	304	200	315	282	286	384
gene-ACX60_RS15225	NZ_CP012004.1	3214008	3216314	-	2307	9072	13363	14752	13026	12072	14171	12470	13099	14761
gene-ACX60_RS15230	NZ_CP012004.1	3216345	3217736	-	1392	2325	3241	3739	3419	3305	3837	3024	3215	3920
gene-ACX60_RS15235	NZ_CP012004.1	3217746	3218564	-	819	1224	1695	1765	1788	1777	1947	1756	1833	1940
gene-ACX60_RS15240	NZ_CP012004.1	3218587	3219501	-	915	1532	2585	2655	2151	2213	2413	1781	1934	2362
gene-ACX60_RS15245	NZ_CP012004.1	3219674	3222481	+	2808	1368	1933	1957	1755	1779	1945	2016	1989	2420
gene-ACX60_RS15250	NZ_CP012004.1	3222578	3223366	+	789	410	680	777	333	293	342	361	293	362
gene-ACX60_RS15255	NZ_CP012004.1	3223377	3224243	+	867	705	1045	951	546	660	556	507	498	561
gene-ACX60_RS15260	NZ_CP012004.1	3224260	3225054	+	795	900	1191	1297	999	1024	814	789	864	1018
gene-ACX60_RS15265	NZ_CP012004.1	3225136	3225537	+	402	12622	17289	24971	15537	12929	18991	12411	14732	15547
gene-ACX60_RS15270	NZ_CP012004.1	3225788	3226609	+	822	452	571	761	374	260	409	368	401	516
gene-ACX60_RS15275	NZ_CP012004.1	3226663	3228117	-	1455	499	718	828	962	1106	1012	904	1103	1172
gene-ACX60_RS15280	NZ_CP012004.1	3228130	3228444	-	315	68	106	63	129	143	140	74	105	113
gene-ACX60_RS15285	NZ_CP012004.1	3228456	3229583	-	1128	422	599	627	928	999	986	851	1005	1069
gene-ACX60_RS15290	NZ_CP012004.1	3229821	3230747	+	927	142	177	187	131	106	202	169	169	176
gene-ACX60_RS15295	NZ_CP012004.1	3230815	3231222	+	408	5	41	39	18	20	35	35	23	31
gene-ACX60_RS15300	NZ_CP012004.1	3231241	3232425	+	1185	591	938	1002	774	626	847	941	845	1004
gene-ACX60_RS15305	NZ_CP012004.1	3232574	3233578	+	1005	1522	2026	1861	2061	2000	2040	1686	1713	2117
gene-ACX60_RS15310	NZ_CP012004.1	3233913	3234422	+	510	969	1469	1793	1340	1406	1585	453	597	679
gene-ACX60_RS15315	NZ_CP012004.1	3234430	3235323	-	894	311	455	572	465	411	488	353	422	523
gene-ACX60_RS19610	NZ_CP012004.1	3235427	3235549	+	123	0	6	8	4	2	7	3	0	11
gene-ACX60_RS15320	NZ_CP012004.1	3235612	3236373	-	762	601	1005	1051	695	766	857	480	548	755
gene-ACX60_RS15325	NZ_CP012004.1	3236708	3239464	-	2757	3892	6667	6098	3615	4765	3956	1911	2107	2610
gene-ACX60_RS15330	NZ_CP012004.1	3239589	3240401	-	813	360	622	629	508	526	497	443	438	533
gene-ACX60_RS15335	NZ_CP012004.1	3240401	3241342	-	942	1011	1572	1695	1395	1421	1430	913	1316	1392
gene-ACX60_RS15340	NZ_CP012004.1	3241430	3242272	-	843	205	226	374	205	204	323	238	274	250
gene-ACX60_RS15345	NZ_CP012004.1	3242342	3243934	-	1593	2678	4411	4631	4042	4116	4674	3440	4110	4051
gene-ACX60_RS15350	NZ_CP012004.1	3244104	3245171	-	1068	511	920	817	500	508	644	532	495	606
gene-ACX60_RS15355	NZ_CP012004.1	3245298	3246158	-	861	576	854	1089	786	791	829	692	695	837
gene-ACX60_RS15360	NZ_CP012004.1	3246173	3247762	-	1590	415	667	664	366	436	504	253	347	491
gene-ACX60_RS15365	NZ_CP012004.1	3247769	3250594	-	2826	2976	4456	4642	2695	2743	3224	2787	3112	3572
gene-ACX60_RS15370	NZ_CP012004.1	3250973	3251836	-	864	49	84	136	57	52	83	167	88	163
gene-ACX60_RS15375	NZ_CP012004.1	3252167	3252739	+	573	4	26	60	16	10	26	38	33	60
gene-ACX60_RS15380	NZ_CP012004.1	3252956	3253519	-	564	6	8	6	8	7	12	6	12	10
gene-ACX60_RS15385	NZ_CP012004.1	3254126	3256180	-	2055	472	682	873	656	690	792	814	780	790
gene-ACX60_RS15390	NZ_CP012004.1	3256511	3257527	-	1017	13113	20111	20531	15153	14529	18765	12950	15021	15511
gene-ACX60_RS15395	NZ_CP012004.1	3257560	3258051	-	492	2214	3611	3724	3142	2841	2930	2429	2699	3181
gene-ACX60_RS15400	NZ_CP012004.1	3258051	3259775	-	1725	15986	23348	21847	20571	21883	20669	19202	21187	23199
gene-ACX60_RS15405	NZ_CP012004.1	3260280	3260615	+	336	34	36	46	23	41	33	26	16	37
gene-ACX60_RS15410	NZ_CP012004.1	3260802	3263426	+	2625	12628	18464	18269	17215	17063	18365	16800	18148	18963
gene-ACX60_RS15415	NZ_CP012004.1	3263454	3263963	+	510	2294	3362	3457	3754	3462	3439	2947	2736	3480
gene-ACX60_RS15420	NZ_CP012004.1	3263983	3264972	+	990	2085	2740	2648	2917	2741	2720	2435	2450	2991
gene-ACX60_RS15425	NZ_CP012004.1	3265080	3266420	+	1341	2793	4153	4183	2992	3591	2616	1201	1197	1387
gene-ACX60_RS15430	NZ_CP012004.1	3266423	3268417	+	1995	6062	8895	7850	6111	7590	4699	2329	2593	2895
gene-ACX60_RS15435	NZ_CP012004.1	3268440	3269834	+	1395	4020	5474	5378	3675	4284	3109	1498	1670	2056
gene-ACX60_RS15440	NZ_CP012004.1	3269904	3270707	-	804	3115	5216	4637	6032	6024	6845	7404	8294	8566
gene-ACX60_RS15445	NZ_CP012004.1	3270844	3271575	-	732	4326	6570	6857	5296	5367	6671	5988	6874	7020
gene-ACX60_RS15450	NZ_CP012004.1	3271731	3272297	-	567	1043	1536	1494	1572	1460	1775	1294	1357	1394
gene-ACX60_RS15455	NZ_CP012004.1	3272423	3273481	+	1059	2192	3012	3283	3045	2999	3471	2764	3113	3493
gene-ACX60_RS15460	NZ_CP012004.1	3273579	3273995	+	417	14271	23363	21798	16604	16243	17453	14301	17074	17431
gene-ACX60_RS15465	NZ_CP012004.1	3274007	3274264	+	258	7463	12156	11853	9088	7842	9262	7082	8846	8611
gene-ACX60_RS15470	NZ_CP012004.1	3274292	3274750	+	459	4489	6390	9543	4722	3419	7141	4949	4984	4843
gene-ACX60_RS15475	NZ_CP012004.1	3274818	3275474	-	657	197	282	379	250	212	316	281	295	315
gene-ACX60_RS15480	NZ_CP012004.1	3275498	3275932	-	435	451	645	828	392	350	584	439	490	566
gene-ACX60_RS15485	NZ_CP012004.1	3275944	3277170	-	1227	1931	2778	3115	1819	1742	2106	1937	2125	2579
gene-ACX60_RS15490	NZ_CP012004.1	3277170	3277895	-	726	1299	2253	2506	1380	1394	1793	1547	1800	2053
gene-ACX60_RS15495	NZ_CP012004.1	3277919	3278344	-	426	131	211	264	133	148	183	178	153	224
gene-ACX60_RS15500	NZ_CP012004.1	3278344	3279546	-	1203	909	1379	1312	965	935	1054	961	1022	1313
gene-ACX60_RS15505	NZ_CP012004.1	3279543	3280088	-	546	433	645	589	398	443	477	448	427	567
gene-ACX60_RS15510	NZ_CP012004.1	3280091	3281386	-	1296	963	1351	1544	976	999	1166	1200	1376	1371
gene-ACX60_RS15515	NZ_CP012004.1	3281416	3283731	-	2316	1727	2485	2511	2466	2665	2496	2534	2694	2928
gene-ACX60_RS15520	NZ_CP012004.1	3283706	3284335	-	630	789	1066	919	1036	1148	1017	1143	1366	1221
gene-ACX60_RS15525	NZ_CP012004.1	3284335	3284763	-	429	209	335	430	360	350	254	315	336	366
gene-ACX60_RS15530	NZ_CP012004.1	3284773	3286308	-	1536	1336	1853	1704	1471	1619	1545	1522	1724	1896
gene-ACX60_RS15535	NZ_CP012004.1	3286310	3287236	-	927	476	665	719	553	581	590	593	631	696
gene-ACX60_RS15540	NZ_CP012004.1	3287239	3287979	-	741	425	679	523	564	601	546	587	582	657
gene-ACX60_RS15545	NZ_CP012004.1	3287982	3289640	-	1659	869	1370	1556	1090	1053	1083	1109	1139	1287
gene-ACX60_RS15550	NZ_CP012004.1	3289650	3290204	-	555	388	661	589	593	570	540	525	531	649
gene-ACX60_RS15555	NZ_CP012004.1	3290201	3290455	-	255	94	154	232	108	74	153	85	75	128
gene-ACX60_RS15560	NZ_CP012004.1	3290461	3290721	-	261	80	117	157	78	101	113	76	108	74
gene-ACX60_RS15565	NZ_CP012004.1	3290723	3291526	-	804	868	1183	1148	961	1022	1023	876	958	1192
gene-ACX60_RS15570	NZ_CP012004.1	3291511	3292125	-	615	518	815	838	608	611	646	675	759	859
gene-ACX60_RS15575	NZ_CP012004.1	3292322	3293731	-	1410	6698	10121	11065	8702	8100	9985	7099	7753	8814
gene-ACX60_RS15580	NZ_CP012004.1	3293919	3295064	-	1146	9542	14362	13839	14140	13795	15200	12848	14019	14245
gene-ACX60_RS15585	NZ_CP012004.1	3295064	3295762	-	699	2116	3280	3901	2891	2556	3473	2673	2728	3321
gene-ACX60_RS15590	NZ_CP012004.1	3295791	3297083	-	1293	4604	7413	7948	5714	5961	7119	5395	5677	6576
gene-ACX60_RS15595	NZ_CP012004.1	3297080	3298195	-	1116	4750	7964	7412	7255	7588	7725	7001	7652	8373
gene-ACX60_RS15600	NZ_CP012004.1	3298217	3299008	-	792	2876	4411	4691	4775	4137	5104	4548	4390	4953
gene-ACX60_RS15605	NZ_CP012004.1	3298999	3299799	-	801	2360	3281	3258	3063	3060	3038	2552	2718	3422
gene-ACX60_RS15610	NZ_CP012004.1	3299815	3301047	-	1233	5411	7354	8299	7284	6820	7928	7445	8088	8920
gene-ACX60_RS15615	NZ_CP012004.1	3301170	3301601	-	432	9982	13528	17294	17647	14379	21172	15543	18759	18476
gene-ACX60_RS15620	NZ_CP012004.1	3301715	3301915	-	201	945	1387	1215	1421	1442	1321	913	1147	1304
gene-ACX60_RS15625	NZ_CP012004.1	3302015	3302566	-	552	112	242	200	160	116	196	130	123	189
gene-ACX60_RS15630	NZ_CP012004.1	3302591	3303889	-	1299	130	187	202	164	117	182	145	141	178
gene-ACX60_RS15635	NZ_CP012004.1	3304028	3306211	-	2184	8456	13967	14007	11408	12399	11988	7703	8550	9627
gene-ACX60_RS15640	NZ_CP012004.1	3306404	3307423	+	1020	2512	3710	3405	2869	3250	3286	1765	2187	2183
gene-ACX60_RS15645	NZ_CP012004.1	3307749	3308591	+	843	620	906	952	528	403	604	518	504	640
gene-ACX60_RS15650	NZ_CP012004.1	3308645	3309958	-	1314	570	931	855	445	430	475	450	466	658
gene-ACX60_RS15655	NZ_CP012004.1	3310258	3311523	+	1266	5278	8324	7559	6067	6202	6327	5898	6470	7329
gene-ACX60_RS15660	NZ_CP012004.1	3311630	3313258	-	1629	9910	15759	14483	11498	11580	13413	8766	10086	11503
gene-ACX60_RS15665	NZ_CP012004.1	3313431	3313943	-	513	3033	5072	5354	3767	3773	4599	2656	2759	3533
gene-ACX60_RS15670	NZ_CP012004.1	3313961	3315319	-	1359	12082	19709	17847	18181	19568	19923	14641	17226	17252
gene-ACX60_RS15675	NZ_CP012004.1	3315515	3316135	-	621	5894	9323	8247	8688	9909	9609	6461	7243	8027
gene-ACX60_RS15680	NZ_CP012004.1	3316156	3318009	-	1854	29979	45302	39198	42477	49667	43798	28460	34073	37572
gene-ACX60_RS15685	NZ_CP012004.1	3318772	3319974	+	1203	805	1236	1047	938	1055	802	444	563	633
gene-ACX60_RS15690	NZ_CP012004.1	3320018	3322162	+	2145	1756	2772	2494	1875	2326	1953	1055	1281	1455
gene-ACX60_RS15695	NZ_CP012004.1	3322391	3323917	+	1527	9656	14254	13219	12459	13747	13659	9684	11198	12344
gene-ACX60_RS15700	NZ_CP012004.1	3324059	3324613	+	555	126	150	276	134	88	177	212	183	180
gene-ACX60_RS15705	NZ_CP012004.1	3324638	3325354	-	717	604	836	823	425	358	467	367	464	684
gene-ACX60_RS15710	NZ_CP012004.1	3325502	3326815	-	1314	16220	26632	26453	16115	15472	18132	13951	15254	17898
gene-ACX60_RS15715	NZ_CP012004.1	3326917	3327522	-	606	5213	7807	9489	5751	5323	6877	6225	6616	7629
gene-ACX60_RS15720	NZ_CP012004.1	3327715	3329049	-	1335	16236	27382	27813	29346	28754	33513	25849	30034	29604
gene-ACX60_RS15725	NZ_CP012004.1	3329464	3331752	+	2289	1100	1511	1601	1375	1508	1488	1265	1214	1252
gene-ACX60_RS15730	NZ_CP012004.1	3331858	3332541	+	684	1102	1641	1467	1132	1293	1213	1066	1073	1185
gene-ACX60_RS15735	NZ_CP012004.1	3333000	3334697	+	1698	8151	12901	12554	6608	6510	6716	5815	7255	7212
gene-ACX60_RS15740	NZ_CP012004.1	3334780	3335940	+	1161	5284	7481	6659	5207	5279	5148	4690	5271	5820
gene-ACX60_RS15745	NZ_CP012004.1	3335940	3336533	+	594	3170	5197	5148	4346	4451	4117	3151	3955	4443
gene-ACX60_RS15750	NZ_CP012004.1	3336530	3337117	+	588	4919	8262	7625	5841	5721	6199	4545	5498	5945
gene-ACX60_RS15755	NZ_CP012004.1	3337286	3337909	+	624	674	956	1232	849	779	1034	926	898	1119
gene-ACX60_RS15760	NZ_CP012004.1	3338102	3338977	-	876	256	459	461	399	368	446	404	392	423
gene-ACX60_RS15765	NZ_CP012004.1	3339230	3339448	+	219	10	3	18	14	10	12	7	8	13
gene-ACX60_RS15770	NZ_CP012004.1	3339460	3339897	+	438	12	19	21	22	27	23	23	29	30
gene-ACX60_RS15775	NZ_CP012004.1	3339894	3340664	+	771	12	29	45	46	24	41	41	19	59
gene-ACX60_RS15780	NZ_CP012004.1	3340838	3343018	+	2181	206	300	324	333	213	288	302	384	363
gene-ACX60_RS15785	NZ_CP012004.1	3343226	3345559	+	2334	175	229	263	152	115	198	178	217	227
gene-ACX60_RS15790	NZ_CP012004.1	3345603	3346382	-	780	97	147	189	127	125	98	126	121	113
gene-ACX60_RS15795	NZ_CP012004.1	3346476	3347294	+	819	2791	3830	3760	4538	5084	4757	2577	2950	3329
gene-ACX60_RS15800	NZ_CP012004.1	3347368	3347727	+	360	128	147	275	197	144	276	245	220	277
gene-ACX60_RS15805	NZ_CP012004.1	3347738	3348100	+	363	195	308	449	272	252	320	312	298	425
gene-ACX60_RS15810	NZ_CP012004.1	3348223	3349065	+	843	3242	4460	4429	4276	4106	4097	3690	4019	4986
gene-ACX60_RS15815	NZ_CP012004.1	3349110	3349619	+	510	1119	1529	1722	1361	1257	1356	1211	1317	1670
gene-ACX60_RS15820	NZ_CP012004.1	3349634	3350689	+	1056	2108	3007	3165	2641	2560	3013	2639	2950	3469
gene-ACX60_RS15825	NZ_CP012004.1	3350790	3351311	+	522	1405	1875	2696	1744	1409	2248	1254	1266	1736
gene-ACX60_RS15830	NZ_CP012004.1	3351372	3351776	-	405	241	385	515	499	547	628	591	615	623
gene-ACX60_RS15835	NZ_CP012004.1	3351776	3352396	-	621	725	1122	1285	1505	1998	1676	2199	1866	1801
gene-ACX60_RS15840	NZ_CP012004.1	3352441	3353196	-	756	529	818	1022	833	994	819	722	674	801
gene-ACX60_RS15845	NZ_CP012004.1	3353588	3354451	-	864	1415	2533	2619	2213	2042	2845	2510	2540	2604
gene-ACX60_RS15850	NZ_CP012004.1	3354526	3355218	-	693	480	825	874	785	782	819	765	751	887
gene-ACX60_RS15855	NZ_CP012004.1	3355331	3356779	+	1449	2706	4018	3960	2490	3065	2628	3939	3819	4805
gene-ACX60_RS15860	NZ_CP012004.1	3356947	3357183	+	237	26701	40799	40954	39402	38463	46624	29825	32905	37789
gene-ACX60_RS15865	NZ_CP012004.1	3357196	3357351	+	156	532	814	982	630	498	1156	621	735	769
gene-ACX60_RS15870	NZ_CP012004.1	3357499	3359208	+	1710	2969	4270	4612	3448	3749	4121	3872	4471	4643
gene-ACX60_RS15875	NZ_CP012004.1	3359245	3359523	-	279	861	1126	1355	509	541	501	357	446	582
gene-ACX60_RS15880	NZ_CP012004.1	3359636	3360139	-	504	1330	1992	2245	1791	1558	1845	1536	1469	1791
gene-ACX60_RS15885	NZ_CP012004.1	3360262	3360423	-	162	125	237	200	161	193	169	141	159	210
gene-ACX60_RS15890	NZ_CP012004.1	3360431	3360670	-	240	94	247	283	152	176	266	185	137	183
gene-ACX60_RS15895	NZ_CP012004.1	3360744	3362723	-	1980	1242	1837	2105	1668	1487	1735	1382	1605	1870
gene-ACX60_RS15900	NZ_CP012004.1	3362840	3363412	-	573	391	524	517	593	577	617	331	287	379
gene-ACX60_RS15905	NZ_CP012004.1	3363550	3364308	-	759	158	303	271	192	205	220	243	222	288
gene-ACX60_RS15910	NZ_CP012004.1	3364396	3367032	-	2637	23713	35631	33224	30747	30717	31222	30449	36226	38602
gene-ACX60_RS15915	NZ_CP012004.1	3367068	3367517	-	450	1899	3089	3522	2366	2300	2670	2593	2950	3468
gene-ACX60_RS15920	NZ_CP012004.1	3367665	3368042	-	378	159	215	248	224	172	241	265	291	306
gene-ACX60_RS15925	NZ_CP012004.1	3368142	3369152	+	1011	561	882	1119	748	632	861	830	855	983
gene-ACX60_RS15930	NZ_CP012004.1	3369200	3369445	-	246	213	363	359	304	250	308	216	275	326
gene-ACX60_RS15935	NZ_CP012004.1	3369478	3371388	+	1911	2401	3238	3173	2778	2652	2929	2109	2435	2760
gene-ACX60_RS15940	NZ_CP012004.1	3371534	3372166	+	633	506	714	704	463	515	445	617	701	762
gene-ACX60_RS15945	NZ_CP012004.1	3372286	3373221	+	936	1063	1475	1650	1366	1117	1535	1310	1296	1772
gene-ACX60_RS15950	NZ_CP012004.1	3373487	3374587	+	1101	15	21	43	1385	1328	1421	1186	1293	1752
gene-ACX60_RS15955	NZ_CP012004.1	3374650	3375936	-	1287	2293	3849	4407	4161	3422	5045	4859	4855	4640
gene-ACX60_RS15960	NZ_CP012004.1	3376626	3377747	-	1122	320	506	560	468	391	435	469	474	621
gene-ACX60_RS15965	NZ_CP012004.1	3377937	3379055	+	1119	4109	6409	5159	4895	5953	5081	5494	6318	6198
gene-ACX60_RS15970	NZ_CP012004.1	3379204	3380568	+	1365	193	316	288	171	151	215	213	205	257
gene-ACX60_RS15975	NZ_CP012004.1	3380628	3381887	+	1260	170	290	260	192	123	210	330	271	281
gene-ACX60_RS15980	NZ_CP012004.1	3381946	3382917	+	972	1865	2745	2953	2828	2663	2952	2558	2681	3118
gene-ACX60_RS15985	NZ_CP012004.1	3382932	3383729	+	798	1680	2161	1997	1838	2065	1786	1479	1642	2153
gene-ACX60_RS15990	NZ_CP012004.1	3383749	3384759	-	1011	1299	2135	2172	1415	1295	1532	1355	1407	1721
gene-ACX60_RS15995	NZ_CP012004.1	3385024	3385245	+	222	968	1550	2075	1743	1458	2318	1663	1761	1817
gene-ACX60_RS16000	NZ_CP012004.1	3385297	3385665	-	369	244	309	381	230	225	357	372	367	398
gene-ACX60_RS16005	NZ_CP012004.1	3385834	3386241	+	408	68	98	150	79	40	91	144	160	145
gene-ACX60_RS16010	NZ_CP012004.1	3386295	3387374	-	1080	2242	3376	3304	2312	2460	2789	2097	2237	2777
gene-ACX60_RS16015	NZ_CP012004.1	3387406	3387996	-	591	546	782	1086	673	603	768	763	730	924
gene-ACX60_RS16020	NZ_CP012004.1	3388109	3388756	-	648	293	379	532	276	282	292	245	265	324
gene-ACX60_RS16025	NZ_CP012004.1	3388775	3390193	-	1419	1185	1813	1827	1221	1270	1307	1145	1185	1371
gene-ACX60_RS16030	NZ_CP012004.1	3390431	3390685	+	255	14	36	66	31	19	38	36	33	51
gene-ACX60_RS16035	NZ_CP012004.1	3390803	3391663	+	861	614	868	873	716	698	610	850	749	950
gene-ACX60_RS16040	NZ_CP012004.1	3391668	3392318	-	651	282	564	509	441	392	465	398	465	535
gene-ACX60_RS16045	NZ_CP012004.1	3392501	3392986	+	486	1061	1507	1711	1065	1254	1257	1099	1064	1398
gene-ACX60_RS16050	NZ_CP012004.1	3393072	3395366	+	2295	4924	7043	6716	5390	5333	5312	5199	5576	6395
gene-ACX60_RS16055	NZ_CP012004.1	3395882	3398038	+	2157	3689	5064	5082	2958	3388	3002	2445	2830	3127
gene-ACX60_RS16060	NZ_CP012004.1	3398105	3399157	-	1053	992	1427	1340	1463	1330	1323	1251	1254	1563
gene-ACX60_RS16065	NZ_CP012004.1	3399894	3400793	+	900	284	416	436	344	344	440	430	414	415
gene-ACX60_RS16070	NZ_CP012004.1	3401057	3401734	+	678	176	203	215	178	144	177	187	188	305
gene-ACX60_RS16075	NZ_CP012004.1	3401794	3402399	-	606	314	629	496	302	394	408	309	326	390
gene-ACX60_RS16080	NZ_CP012004.1	3402449	3403144	-	696	157	290	350	261	222	313	278	231	334
gene-ACX60_RS16085	NZ_CP012004.1	3403218	3403892	-	675	676	1064	960	887	816	939	738	841	972
gene-ACX60_RS16090	NZ_CP012004.1	3403889	3404821	-	933	1427	2432	2322	1926	1762	2118	1586	1575	2018
gene-ACX60_RS16095	NZ_CP012004.1	3405544	3408876	+	3333	22968	33326	37795	26505	24192	31617	23138	25699	27834
gene-ACX60_RS16100	NZ_CP012004.1	3409069	3410910	+	1842	2246	3309	3326	3127	2917	3398	1800	2092	2322
gene-ACX60_RS16105	NZ_CP012004.1	3411143	3411218	+	76	19	41	117	116	59	181	165	113	107
gene-ACX60_RS16110	NZ_CP012004.1	3411241	3411316	+	76	1	4	9	9	8	10	6	8	9
gene-ACX60_RS16115	NZ_CP012004.1	3411379	3412275	-	897	82	108	143	125	82	130	169	149	138
gene-ACX60_RS16120	NZ_CP012004.1	3412388	3413143	+	756	134	169	189	144	152	128	160	198	206
gene-ACX60_RS16125	NZ_CP012004.1	3413195	3414349	-	1155	1435	1979	2424	1743	1625	1838	1731	1878	2437
gene-ACX60_RS16130	NZ_CP012004.1	3414467	3414928	+	462	93	131	136	152	139	197	150	151	174
gene-ACX60_RS16135	NZ_CP012004.1	3414962	3416308	+	1347	1988	2655	2694	2594	2619	2519	2246	2380	2752
gene-ACX60_RS16140	NZ_CP012004.1	3416343	3417593	-	1251	112	154	197	160	125	140	133	153	189
gene-ACX60_RS16145	NZ_CP012004.1	3417626	3418873	-	1248	89	116	140	84	92	63	91	102	123
gene-ACX60_RS16150	NZ_CP012004.1	3419131	3420429	+	1299	1105	1666	1668	1556	1376	1409	1040	1048	1262
gene-ACX60_RS16155	NZ_CP012004.1	3420531	3420785	+	255	36	50	108	42	30	89	36	46	41
gene-ACX60_RS16160	NZ_CP012004.1	3421038	3421370	+	333	613	922	1132	770	596	1017	600	691	757
gene-ACX60_RS16165	NZ_CP012004.1	3421873	3422253	-	381	318	445	531	316	290	312	355	310	454
gene-ACX60_RS16170	NZ_CP012004.1	3422489	3422899	-	411	304	408	494	278	302	291	238	268	245
gene-ACX60_RS16175	NZ_CP012004.1	3422977	3424182	-	1206	484	694	774	510	585	629	423	469	531
gene-ACX60_RS16180	NZ_CP012004.1	3424172	3424810	-	639	306	494	549	444	409	527	411	411	460
